company,location,salary estimate,hourly,rating,python_yn,spark_yn,azure_yn,aws_yn,excel_yn,machine_learning_yn,job_simpl,seniority,City,Latitude,Longitude
PubMatic,"Redwood City, CA",140000,0,4.3,1,0,0,0,0,1,machine learning engineer,junior,Redwood City,37.4863239,-122.232523
Keysight Technologies,"Atlanta, GA",110823,0,4.2,1,0,0,1,0,1,machine learning engineer,Senior,Atlanta,33.7489924,-84.3902644
Novo Nordisk,"Lexington, MA",118233,0,4.3,1,0,0,1,0,1,data scientist,Senior,Lexington,38.0464066,-84.4970393
SIS,"Sunnyvale, CA",109312,0,3.6,0,0,0,0,0,1,machine learning engineer,Senior,Sunnyvale,37.368832,-122.036346
GEICO,"Chevy Chase, MD",102871,0,3.2,1,1,1,1,1,1,machine learning engineer,junior,Chevy Chase,38.9813699,-77.0849245
AstraZeneca Pharmaceuticals Inc,"Gaithersburg, MD",73338,0,4.2,0,0,0,0,0,1,machine learning engineer,mid,Gaithersburg,39.1399187,-77.1929215
MIT Lincoln Laboratory,"Lexington, MA",117724,0,4.3,1,0,0,0,0,1,machine learning engineer,mid,Lexington,38.0464066,-84.4970393
Locus Robotics,"Wilmington, MA",114397,0,5.0,1,0,1,1,1,1,data scientist,Senior,Wilmington,39.7459468,-75.546589
Toyota Research Institute,"Los Altos, CA",180900,0,4.3,1,0,0,0,0,1,machine learning engineer,Senior,Los Altos,42.7811566,-3.620209626541331
MIT Lincoln Laboratory,"Lexington, MA",109104,0,4.3,1,0,0,0,0,1,machine learning engineer,junior,Lexington,38.0464066,-84.4970393
National Renewable Energy Laboratory,"Golden, CO",91950,0,3.9,1,0,0,1,0,1,machine learning engineer,Senior,Golden,39.7546349,-105.22058
Pfizer,"Cambridge, MA",133773,0,4.1,1,0,0,1,1,1,machine learning engineer,mid,Cambridge,52.2055314,0.1186637
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
eBay Inc.,"New York, NY",126495,0,4.2,1,0,0,0,1,1,machine learning engineer,Senior,New York,40.7127281,-74.0060152
Booz Allen Hamilton,"Alexandria, VA",126650,0,4.2,1,0,1,1,0,1,data scientist,Senior,Alexandria,44.83495335,8.745030418605868
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data engineer,Senior,Mountain View,37.3893889,-122.0832101
Amazon.com Services LLC,"Seattle, WA",152000,0,3.8,0,0,0,1,0,1,machine learning engineer,Senior,Seattle,47.6038321,-122.330062
Bose,"Framingham, MA",133142,0,3.8,1,0,0,0,0,1,machine learning engineer,junior,Framingham,42.2773177,-71.4165905
NOKIA,"Murray Hill, NJ",99354,0,4.2,1,0,0,0,0,1,machine learning engineer,Senior,Murray Hill,38.2903476,-85.5882941
CVS Health,Connecticut,135000,0,3.1,1,0,0,1,0,1,machine learning engineer,Senior,Connecticut,41.6500201,-72.7342163
Morgan Stanley,"New York, NY",143796,0,4.0,1,0,0,0,1,1,machine learning engineer,Senior,New York,40.7127281,-74.0060152
I28 Technologies,"Marysville, MI",67500,0,4.2,1,0,0,0,0,1,machine learning engineer,junior,Marysville,48.0517429,-122.1768209
Technical Paradigm,Remote,100000,1,5.0,1,0,0,1,0,1,machine learning engineer,Senior,Remote,,
YouTube,"San Bruno, CA",141704,0,4.3,0,0,0,0,0,1,machine learning engineer,Senior,San Bruno,37.6248536,-122.4145986
Argonne National Laboratory,"Lemont, IL",54291,0,4.5,0,0,0,0,0,1,machine learning engineer,Senior,Lemont,41.6737149,-88.0016263
Colossal Biosciences,"Dallas, TX",66609,0,4.8,1,0,0,0,0,1,machine learning engineer,Senior,Dallas,32.7762719,-96.7968559
AstraZeneca Pharmaceuticals Inc,"Gaithersburg, MD",73338,0,4.2,0,0,0,0,0,1,machine learning engineer,mid,Gaithersburg,39.1399187,-77.1929215
MIT Lincoln Laboratory,"Lexington, MA",117724,0,4.3,1,0,0,0,0,1,machine learning engineer,mid,Lexington,38.0464066,-84.4970393
Locus Robotics,"Wilmington, MA",114397,0,5.0,1,0,1,1,1,1,data scientist,Senior,Wilmington,39.7459468,-75.546589
Toyota Research Institute,"Los Altos, CA",180900,0,4.3,1,0,0,0,0,1,machine learning engineer,Senior,Los Altos,42.7811566,-3.620209626541331
MIT Lincoln Laboratory,"Lexington, MA",109104,0,4.3,1,0,0,0,0,1,machine learning engineer,junior,Lexington,38.0464066,-84.4970393
National Renewable Energy Laboratory,"Golden, CO",91950,0,3.9,1,0,0,1,0,1,machine learning engineer,Senior,Golden,39.7546349,-105.22058
Pfizer,"Cambridge, MA",133773,0,4.1,1,0,0,1,1,1,machine learning engineer,mid,Cambridge,52.2055314,0.1186637
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
eBay Inc.,"New York, NY",126495,0,4.2,1,0,0,0,1,1,machine learning engineer,Senior,New York,40.7127281,-74.0060152
Booz Allen Hamilton,"Alexandria, VA",126650,0,4.2,1,0,1,1,0,1,data scientist,Senior,Alexandria,44.83495335,8.745030418605868
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data engineer,Senior,Mountain View,37.3893889,-122.0832101
Amazon.com Services LLC,"Seattle, WA",152000,0,3.8,0,0,0,1,0,1,machine learning engineer,Senior,Seattle,47.6038321,-122.330062
Bose,"Framingham, MA",133142,0,3.8,1,0,0,0,0,1,machine learning engineer,junior,Framingham,42.2773177,-71.4165905
NOKIA,"Murray Hill, NJ",99354,0,4.2,1,0,0,0,0,1,machine learning engineer,Senior,Murray Hill,38.2903476,-85.5882941
CVS Health,Connecticut,135000,0,3.1,1,0,0,1,0,1,machine learning engineer,Senior,Connecticut,41.6500201,-72.7342163
Morgan Stanley,"New York, NY",143796,0,4.0,1,0,0,0,1,1,machine learning engineer,Senior,New York,40.7127281,-74.0060152
I28 Technologies,"Marysville, MI",67500,0,4.2,1,0,0,0,0,1,machine learning engineer,junior,Marysville,48.0517429,-122.1768209
Technical Paradigm,Remote,100000,1,5.0,1,0,0,1,0,1,machine learning engineer,Senior,Remote,,
YouTube,"San Bruno, CA",141704,0,4.3,0,0,0,0,0,1,machine learning engineer,Senior,San Bruno,37.6248536,-122.4145986
Argonne National Laboratory,"Lemont, IL",54291,0,4.5,0,0,0,0,0,1,machine learning engineer,Senior,Lemont,41.6737149,-88.0016263
Colossal Biosciences,"Dallas, TX",66609,0,4.8,1,0,0,0,0,1,machine learning engineer,Senior,Dallas,32.7762719,-96.7968559
AstraZeneca Pharmaceuticals Inc,"Gaithersburg, MD",73338,0,4.2,0,0,0,0,0,1,machine learning engineer,mid,Gaithersburg,39.1399187,-77.1929215
MIT Lincoln Laboratory,"Lexington, MA",117724,0,4.3,1,0,0,0,0,1,machine learning engineer,mid,Lexington,38.0464066,-84.4970393
Locus Robotics,"Wilmington, MA",114397,0,5.0,1,0,1,1,1,1,data scientist,Senior,Wilmington,39.7459468,-75.546589
Toyota Research Institute,"Los Altos, CA",180900,0,4.3,1,0,0,0,0,1,machine learning engineer,Senior,Los Altos,42.7811566,-3.620209626541331
MIT Lincoln Laboratory,"Lexington, MA",109104,0,4.3,1,0,0,0,0,1,machine learning engineer,junior,Lexington,38.0464066,-84.4970393
National Renewable Energy Laboratory,"Golden, CO",91950,0,3.9,1,0,0,1,0,1,machine learning engineer,Senior,Golden,39.7546349,-105.22058
Pfizer,"Cambridge, MA",133773,0,4.1,1,0,0,1,1,1,machine learning engineer,mid,Cambridge,52.2055314,0.1186637
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
eBay Inc.,"New York, NY",126495,0,4.2,1,0,0,0,1,1,machine learning engineer,Senior,New York,40.7127281,-74.0060152
Booz Allen Hamilton,"Alexandria, VA",126650,0,4.2,1,0,1,1,0,1,data scientist,Senior,Alexandria,44.83495335,8.745030418605868
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data engineer,Senior,Mountain View,37.3893889,-122.0832101
Amazon.com Services LLC,"Seattle, WA",152000,0,3.8,0,0,0,1,0,1,machine learning engineer,Senior,Seattle,47.6038321,-122.330062
Bose,"Framingham, MA",133142,0,3.8,1,0,0,0,0,1,machine learning engineer,junior,Framingham,42.2773177,-71.4165905
NOKIA,"Murray Hill, NJ",99354,0,4.2,1,0,0,0,0,1,machine learning engineer,Senior,Murray Hill,38.2903476,-85.5882941
CVS Health,Connecticut,135000,0,3.1,1,0,0,1,0,1,machine learning engineer,Senior,Connecticut,41.6500201,-72.7342163
Morgan Stanley,"New York, NY",143796,0,4.0,1,0,0,0,1,1,machine learning engineer,Senior,New York,40.7127281,-74.0060152
I28 Technologies,"Marysville, MI",67500,0,4.2,1,0,0,0,0,1,machine learning engineer,junior,Marysville,48.0517429,-122.1768209
Technical Paradigm,Remote,100000,1,5.0,1,0,0,1,0,1,machine learning engineer,Senior,Remote,,
YouTube,"San Bruno, CA",141704,0,4.3,0,0,0,0,0,1,machine learning engineer,Senior,San Bruno,37.6248536,-122.4145986
Argonne National Laboratory,"Lemont, IL",54291,0,4.5,0,0,0,0,0,1,machine learning engineer,Senior,Lemont,41.6737149,-88.0016263
Colossal Biosciences,"Dallas, TX",66609,0,4.8,1,0,0,0,0,1,machine learning engineer,Senior,Dallas,32.7762719,-96.7968559
AstraZeneca Pharmaceuticals Inc,"Gaithersburg, MD",73338,0,4.2,0,0,0,0,0,1,machine learning engineer,mid,Gaithersburg,39.1399187,-77.1929215
MIT Lincoln Laboratory,"Lexington, MA",117724,0,4.3,1,0,0,0,0,1,machine learning engineer,mid,Lexington,38.0464066,-84.4970393
Locus Robotics,"Wilmington, MA",114397,0,5.0,1,0,1,1,1,1,data scientist,Senior,Wilmington,39.7459468,-75.546589
Toyota Research Institute,"Los Altos, CA",180900,0,4.3,1,0,0,0,0,1,machine learning engineer,Senior,Los Altos,42.7811566,-3.620209626541331
MIT Lincoln Laboratory,"Lexington, MA",109104,0,4.3,1,0,0,0,0,1,machine learning engineer,junior,Lexington,38.0464066,-84.4970393
National Renewable Energy Laboratory,"Golden, CO",91950,0,3.9,1,0,0,1,0,1,machine learning engineer,Senior,Golden,39.7546349,-105.22058
Pfizer,"Cambridge, MA",133773,0,4.1,1,0,0,1,1,1,machine learning engineer,mid,Cambridge,52.2055314,0.1186637
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
eBay Inc.,"New York, NY",126495,0,4.2,1,0,0,0,1,1,machine learning engineer,Senior,New York,40.7127281,-74.0060152
Booz Allen Hamilton,"Alexandria, VA",126650,0,4.2,1,0,1,1,0,1,data scientist,Senior,Alexandria,44.83495335,8.745030418605868
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data engineer,Senior,Mountain View,37.3893889,-122.0832101
Amazon.com Services LLC,"Seattle, WA",152000,0,3.8,0,0,0,1,0,1,machine learning engineer,Senior,Seattle,47.6038321,-122.330062
Bose,"Framingham, MA",133142,0,3.8,1,0,0,0,0,1,machine learning engineer,junior,Framingham,42.2773177,-71.4165905
NOKIA,"Murray Hill, NJ",99354,0,4.2,1,0,0,0,0,1,machine learning engineer,Senior,Murray Hill,38.2903476,-85.5882941
CVS Health,Connecticut,135000,0,3.1,1,0,0,1,0,1,machine learning engineer,Senior,Connecticut,41.6500201,-72.7342163
Morgan Stanley,"New York, NY",143796,0,4.0,1,0,0,0,1,1,machine learning engineer,Senior,New York,40.7127281,-74.0060152
I28 Technologies,"Marysville, MI",67500,0,4.2,1,0,0,0,0,1,machine learning engineer,junior,Marysville,48.0517429,-122.1768209
Technical Paradigm,Remote,100000,1,5.0,1,0,0,1,0,1,machine learning engineer,Senior,Remote,,
YouTube,"San Bruno, CA",141704,0,4.3,0,0,0,0,0,1,machine learning engineer,Senior,San Bruno,37.6248536,-122.4145986
Argonne National Laboratory,"Lemont, IL",54291,0,4.5,0,0,0,0,0,1,machine learning engineer,Senior,Lemont,41.6737149,-88.0016263
Colossal Biosciences,"Dallas, TX",66609,0,4.8,1,0,0,0,0,1,machine learning engineer,Senior,Dallas,32.7762719,-96.7968559
